"","HaulID","Survey_Acronym.x","Ship","GearType","Gear","YearShot","MonthShot","DayShot","TimeShot","HaulDur_min","ShootLat_degdec","ShootLong_degdec","ICESStSq","SurvStratum","Depth_m","Distance_km","WingSpread_m","DoorSpread_m","NetOpen_m","WingSwpArea_sqkm","WingSwpVol_CorF","DoorSwptArea_CorF","DoorSwptVol_CorF","Survey_Acronym.y","SpeciesSciName","Aphia_Code","FishLength_cm","Number","DensAbund_N_Sqkm","DensBiom_kg_Sqkm","DensAbund_N_Sqkm_RAW","CommonName","WalkerCoeffApplied"
"11","CSBBFraOT4/THA2/2003/135","CSBBFraOT4","THA2","OT","GOV",2003,11,22,1158,30,51.156,-6.5503,"3.10E+04","3",97,3.601736735,19.24386056,75,4.2,0.069311319,238.0952381,0.256584807,61.09162082,"CSBBFraOT4","Callionymus lyra",126792,"16-34",4,109.780875789031,4.339312046,57.71063124,"Common dragonet",TRUE
"12","CSBBFraOT4/THA2/2003/138","CSBBFraOT4","THA2","OT","GOV",2003,11,23,747,30,51.0967,-5.1415,"3.10E+05","2",70,3.434918,18,70,4.4,0.06182852,227.2727,0.2571429,58.44156,"CSBBFraOT4","Callionymus lyra",126792,"16-34",7,221.41315294664,4.8244517,113.21637,"Common dragonet",TRUE
"13","CSBBFraOT4/THA2/2003/140","CSBBFraOT4","THA2","OT","GOV",2003,11,23,1323,30,51.4171,-5.2658,"3.10E+05","2",65,3.436622488,18,70,3.8,0.061859205,263.1578947,0.257142857,67.66917293,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,186.033662738466,6.388488777,96.99445734,"Common dragonet",TRUE
"14","CSBBFraOT4/THA2/2003/141","CSBBFraOT4","THA2","OT","GOV",2003,11,23,1628,31,51.4322,-5.7852,"3.10E+05","3",84,3.620296889,18.84021529,76,3.6,0.068207173,277.7777778,0.24789757,68.860436,"CSBBFraOT4","Callionymus lyra",126792,"16-34",3,84.9097837465984,2.551450312,43.98364389,"Common dragonet",TRUE
"15","CSBBFraOT4/THA2/2003/142","CSBBFraOT4","THA2","OT","GOV",2003,11,24,744,29,50.6657,-7.3472,"3.00E+03","3",104,3.638879,20,81,3.4,0.07277758,294.1176,0.2469136,72.62164,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,26.8456558936292,0.6028677,13.74049,"Common dragonet",TRUE
"16","CSBBFraOT4/THA2/2003/148","CSBBFraOT4","THA2","OT","GOV",2003,11,25,1133,30,50.4162,-8.25,"2.90E+02","3",114,3.651876,20,78,4.6,0.07303751,217.3913,0.2564103,55.74136,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,25.7742666227903,1.203436,13.69159,"Common dragonet",TRUE
"17","CSBBFraOT4/THA2/2003/149","CSBBFraOT4","THA2","OT","GOV",2003,11,25,1439,30,50.7545,-8.4119,"3.00E+02","3",111,3.542432,20,81,4.6,0.07084865,217.3913,0.2469136,53.67687,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,26.940728061111,1.00407,14.1146,"Common dragonet",TRUE
"18","CSBBFraOT4/THA2/2003/155","CSBBFraOT4","THA2","OT","GOV",2003,11,27,1232,30,49.714,-8.9936,"2.80E+02","4",141,3.56727,20,97,4.1,0.0713454,243.9024,0.2061856,50.28916,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,53.8980501668205,1.7685633,28.03264,"Common dragonet",TRUE
"19","CSBBFraOT4/THA2/2003/157","CSBBFraOT4","THA2","OT","GOV",2003,11,28,756,31,49.487,-8.0621,"2.70E+02","4",134,3.548388,19,98,4.6,0.06741937,217.3913,0.1938776,42.14729,"CSBBFraOT4","Callionymus lyra",126792,"16-34",3,84.1506652580644,3.670838,44.49759,"Common dragonet",TRUE
"20","CSBBFraOT4/THA2/2003/158","CSBBFraOT4","THA2","OT","GOV",2003,11,28,1155,31,49.6239,-7.3,"2.80E+03","4",120,3.615691,20,98,3.9,0.07231382,256.4103,0.2040816,52.32862,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,27.1440289849256,0.5293994,13.82861,"Common dragonet",TRUE
"21","CSBBFraOT4/THA2/2003/159","CSBBFraOT4","THA2","OT","GOV",2003,11,28,1420,30,49.4012,-7.1858,"2.70E+03","4",119,3.461215,19,96,4.1,0.06576309,243.9024,0.1979167,48.27236,"CSBBFraOT4","Callionymus lyra",126792,"16-34",38,1109.71209487382,37.293968,577.8317,"Common dragonet",TRUE
"22","CSBBFraOT4/THA2/2003/160","CSBBFraOT4","THA2","OT","GOV",2003,11,29,749,30,49.1546,-8.709,"2.70E+02","4",145,3.503228455,20,94,4.4,0.070064569,227.2727273,0.212765957,48.35589942,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,166.80496492145,4.058766932,85.63529438,"Common dragonet",TRUE
"23","CSBBFraOT4/THA2/2003/161","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1047,30,48.7841,-8.5523,"2.60E+02","4",149,3.661333568,20,94,4.3,0.073226671,232.5581395,0.212765957,49.48045522,"CSBBFraOT4","Callionymus lyra",126792,"16-34",3,78.1307552414973,2.979566274,40.96867908,"Common dragonet",TRUE
"24","CSBBFraOT4/THA2/2003/164","CSBBFraOT4","THA2","OT","GOV",2003,11,30,744,30,49.089,-7.3902,"2.70E+03","4",132,3.50695167,18,92,4.1,0.06312513,243.902439,0.195652174,47.72004242,"CSBBFraOT4","Callionymus lyra",126792,"16-34",59,1777.97992706184,71.733578093,934.65153963,"Common dragonet",TRUE
"25","CSBBFraOT4/THA2/2003/72","CSBBFraOT4","THA2","OT","GOV",2003,11,4,711,30,48.3039,-6.0073,"2.50E+04","4",127,3.588646545,19.30753728,96,4.3,0.069287927,232.5581395,0.20112018,46.77213489,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,27.547563026663,1.026687303,14.43252878,"Common dragonet",TRUE
"26","CSBBFraOT4/THA2/2003/90","CSBBFraOT4","THA2","OT","GOV",2003,11,10,1545,31,48.214,-7.0966,"2.50E+03","5",161,3.775642183,19.71126921,96,3,0.0744227,333.3333333,0.205325721,68.44190698,"CSBBFraOT4","Callionymus lyra",126792,"16-34",4,102.910420850509,3.664882213,53.74704259,"Common dragonet",TRUE
"27","CSBBFraOT4/THA2/2003/91","CSBBFraOT4","THA2","OT","GOV",2003,11,11,732,30,48.4638,-7.4252,"2.50E+03","4",136,3.57998817,19.42320955,96,3.2,0.06953486,312.5,0.202325099,63.22659358,"CSBBFraOT4","Callionymus lyra",126792,"16-34",15,409.577320652602,16.926891257,215.71913583,"Common dragonet",TRUE
"28","CSBBFraOT4/THA2/2003/95","CSBBFraOT4","THA2","OT","GOV",2003,11,12,735,30,48.3897,-9.3869,"2.50E+01","4",138,3.712521152,18,100,3.8,0.066825381,263.1578947,0.18,47.36842105,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,27.7595423424631,1.599411561,14.96437415,"Common dragonet",TRUE
"29","CSBBFraOT4/THA2/2004/108","CSBBFraOT4","THA2","OT","GOV",2004,11,30,1458,30,48.0021,-6.9014,"2.50E+04","4",164,3.465305,19.74304,94,3.6,0.06841566,277.7778,0.2100324,58.34232,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,56.6600882534845,1.5558192,29.23308,"Common dragonet",TRUE
"30","CSBBFraOT4/THA2/2004/112","CSBBFraOT4","THA2","OT","GOV",2004,12,2,815,30,50.3765,-7.7469,"2.90E+03","3",110,3.632009,19,78,3.5,0.06900817,285.7143,0.2435897,69.59707,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,165.441947772857,6.653102,86.94624,"Common dragonet",TRUE
"31","CSBBFraOT4/THA2/2004/113","CSBBFraOT4","THA2","OT","GOV",2004,12,2,1051,30,50.4414,-8.2189,"2.90E+02","3",105,3.739451,21,86,3.3,0.07852846,303.0303,0.244186,73.99577,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,24.7513445252528,0.6359828,12.73424,"Common dragonet",TRUE
"32","CSBBFraOT4/THA2/2004/115","CSBBFraOT4","THA2","OT","GOV",2004,12,2,1559,30,49.9618,-8.1948,"2.80E+02","4",129,3.659647,21,95,4.1,0.07685259,243.9024,0.2210526,53.91528,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,50.1409069194069,1.5750562,26.02384,"Common dragonet",TRUE
"33","CSBBFraOT4/THA2/2004/118","CSBBFraOT4","THA2","OT","GOV",2004,12,3,1336,30,50.3011,-10.0356,"29D9","4",128,3.684523,19,99,4.4,0.07000593,227.2727,0.1919192,43.618,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,27.0807714101835,1.131971,14.2845,"Common dragonet",TRUE
"34","CSBBFraOT4/THA2/2004/123","CSBBFraOT4","THA2","OT","GOV",2004,12,4,1541,30,50.9932,-10.45,"30D9","4",149,3.615853,19,95,4.2,0.06870121,238.0952,0.2,47.61905,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,166.440723224826,6.3919201,87.33469,"Common dragonet",TRUE
"35","CSBBFraOT4/THA2/2004/124","CSBBFraOT4","THA2","OT","GOV",2004,12,5,828,30,50.7469,-9.9521,"3.00E+01","4",121,3.699486,18,92,4.5,0.06659075,222.2222,0.1956522,43.47826,"CSBBFraOT4","Callionymus lyra",126792,"16-34",18,510.445365944352,22.9643822,270.30782,"Common dragonet",TRUE
"36","CSBBFraOT4/THA2/2004/125","CSBBFraOT4","THA2","OT","GOV",2004,12,5,1021,30,50.728,-9.5853,"3.00E+01","4",126,3.680125,18,93,4.3,0.06624224,232.5581,0.1935484,45.01125,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,172.652244798016,6.649047,90.57666,"Common dragonet",TRUE
"37","CSBBFraOT4/THA2/2004/126","CSBBFraOT4","THA2","OT","GOV",2004,12,5,1223,30,50.7491,-9.2861,"3.00E+01","4",124,3.665654,18,97,3.9,0.06598176,256.4103,0.185567,47.58128,"CSBBFraOT4","Callionymus lyra",126792,"16-34",9,259.960165487044,10.071225,136.40134,"Common dragonet",TRUE
"38","CSBBFraOT4/THA2/2004/127","CSBBFraOT4","THA2","OT","GOV",2004,12,5,1551,30,50.8688,-8.6897,"3.00E+02","3",111,3.706081,23,82,4.2,0.08523987,238.0952,0.2804878,66.78281,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,21.4369393525856,1.503925,11.7316,"Common dragonet",TRUE
"39","CSBBFraOT4/THA2/2004/129","CSBBFraOT4","THA2","OT","GOV",2004,12,6,1254,30,51.5248,-8.3449,"3.20E+02","3",86,3.710549,19,77,4.2,0.07050043,238.0952,0.2467532,58.75077,"CSBBFraOT4","Callionymus lyra",126792,"16-34",11,304.844814816392,6.8240702,156.02741,"Common dragonet",TRUE
"40","CSBBFraOT4/THA2/2004/130","CSBBFraOT4","THA2","OT","GOV",2004,12,6,1520,30,51.6924,-8.0293,"3.20E+02","2",69,3.644076,18,74,4.3,0.06559336,232.5581,0.2432432,56.5682,"CSBBFraOT4","Callionymus lyra",126792,"16-34",17,508.003841766254,10.341477,259.17258,"Common dragonet",TRUE
"41","CSBBFraOT4/THA2/2004/132","CSBBFraOT4","THA2","OT","GOV",2004,12,7,1159,30,51.3091,-7.4817,"3.10E+03","3",89,3.728457,19,75,4.4,0.07084068,227.2727,0.2533333,57.57576,"CSBBFraOT4","Callionymus lyra",126792,"16-34",7,190.792932784576,5.7087435,98.81328,"Common dragonet",TRUE
"42","CSBBFraOT4/THA2/2004/133","CSBBFraOT4","THA2","OT","GOV",2004,12,7,1443,30,51.6228,-7.4424,"3.20E+03","2",77,3.695195,19,75,4.6,0.07020871,217.3913,0.2533333,55.07246,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,55.9009563503055,1.0971061,28.4865,"Common dragonet",TRUE
"43","CSBBFraOT4/THA2/2004/134","CSBBFraOT4","THA2","OT","GOV",2004,12,8,823,30,51.7747,-6.7163,"3.20E+04","2",70,3.569664,19,72,4.3,0.06782361,232.5581,0.2638889,61.36951,"CSBBFraOT4","Callionymus lyra",126792,"16-34",35,1004.8201336378,24.655489,516.04452,"Common dragonet",TRUE
"44","CSBBFraOT4/THA2/2004/135","CSBBFraOT4","THA2","OT","GOV",2004,12,8,946,30,51.778,-6.5406,"3.20E+04","2",69,3.694105,18,72,4.6,0.06649388,217.3913,0.25,54.34783,"CSBBFraOT4","Callionymus lyra",126792,"16-34",14,410.258460407746,9.8751558,210.54568,"Common dragonet",TRUE
"45","CSBBFraOT4/THA2/2004/136","CSBBFraOT4","THA2","OT","GOV",2004,12,8,1318,30,51.7648,-5.8549,"3.20E+05","3",118,3.475121,19,77,4.3,0.06602731,232.5581,0.2467532,57.38448,"CSBBFraOT4","Callionymus lyra",126792,"16-34",12,352.990288771916,9.2312599,181.743,"Common dragonet",TRUE
"46","CSBBFraOT4/THA2/2004/137","CSBBFraOT4","THA2","OT","GOV",2004,12,8,1554,30,51.4357,-5.7865,"3.10E+05","3",84,3.657814,18,71,4.4,0.06584066,227.2727,0.2535211,57.61844,"CSBBFraOT4","Callionymus lyra",126792,"16-34",10,294.140038990657,8.234704,151.88183,"Common dragonet",TRUE
"47","CSBBFraOT4/THA2/2004/142","CSBBFraOT4","THA2","OT","GOV",2004,12,10,953,29,51.1582,-6.4917,"3.10E+04","3",93,3.806648,19,78,3.8,0.07232631,263.1579,0.2435897,64.10256,"CSBBFraOT4","Callionymus lyra",126792,"16-34",9,238.102060086593,8.512319,124.43607,"Common dragonet",TRUE
"48","CSBBFraOT4/THA2/2004/144","CSBBFraOT4","THA2","OT","GOV",2004,12,11,822,28,48.373,-6.6408,"2.50E+04","4",139,3.505745,19.46022,98,3.3,0.06822256,303.0303,0.1985736,60.17383,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,166.636446802283,7.1059456,87.94746,"Common dragonet",TRUE
"49","CSBBFraOT4/THA2/2004/64","CSBBFraOT4","THA2","OT","GOV",2004,11,16,746,30,48.4352,-7.4487,"2.50E+03","4",137,3.589182,19.43563,91,3.9,0.06975801,256.4103,0.2135783,54.76367,"CSBBFraOT4","Callionymus lyra",126792,"16-34",3,78.5837528681691,5.513104,43.00582,"Common dragonet",TRUE
"50","CSBBFraOT4/THA2/2004/65","CSBBFraOT4","THA2","OT","GOV",2004,11,16,1010,29,48.5158,-7.1997,"2.60E+03","4",156,3.008175,19.65709,91,3.8,0.05913197,263.1579,0.216012,56.84526,"CSBBFraOT4","Callionymus lyra",126792,"16-34",3,96.6908362494622,3.7525147,50.73399,"Common dragonet",TRUE
"51","CSBBFraOT4/THA2/2004/66","CSBBFraOT4","THA2","OT","GOV",2004,11,16,1341,30,48.8784,-7.3145,"2.60E+03","4",140,3.671175,19.47239,94,4.1,0.07148656,243.9024,0.2071531,50.52514,"CSBBFraOT4","Callionymus lyra",126792,"16-34",8,210.216024275502,10.2679205,111.90914,"Common dragonet",TRUE
"52","CSBBFraOT4/THA2/2004/67","CSBBFraOT4","THA2","OT","GOV",2004,11,16,1538,30,49.0699,-7.4199,"2.70E+03","4",136,3.651471,19.42321,92,4,0.07092329,250,0.2111218,52.78046,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,54.1729605583551,1.792354,28.19948,"Common dragonet",TRUE
"53","CSBBFraOT4/THA2/2004/71","CSBBFraOT4","THA2","OT","GOV",2004,11,19,753,30,49.1479,-8.7181,"2.70E+02","4",145,3.63147,19.53209,90,4.2,0.07093022,238.0952,0.2170233,51.67221,"CSBBFraOT4","Callionymus lyra",126792,"16-34",3,80.7492233852056,3.0259532,42.29508,"Common dragonet",TRUE
"54","CSBBFraOT4/THA2/2004/73","CSBBFraOT4","THA2","OT","GOV",2004,11,19,1216,30,49.213,-8.2735,"2.70E+02","4",142,3.525621,19.4965,98,3.2,0.06873727,312.5,0.1989439,62.16997,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,28.2770132222305,0.7265746,14.54815,"Common dragonet",TRUE
"55","CSBBFraOT4/THA2/2004/77","CSBBFraOT4","THA2","OT","GOV",2004,11,20,1337,30,49.454,-8.0663,"2.70E+02","4",134,3.54403,19.39812,99,3.5,0.06874753,285.7143,0.1959406,55.98304,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,55.1529783075503,2.305383,29.09196,"Common dragonet",TRUE
"56","CSBBFraOT4/THA2/2004/93","CSBBFraOT4","THA2","OT","GOV",2004,11,25,759,30,48.22,-6.6442,"2.50E+04","4",141,3.424999,19.48449,92,4.1,0.06673434,243.9024,0.2117879,51.65558,"CSBBFraOT4","Callionymus lyra",126792,"16-34",7,198.255268610446,8.7965714,104.89353,"Common dragonet",TRUE
"57","CSBBFraOT4/THA2/2005/107","CSBBFraOT4","THA2","OT","GOV",2005,11,22,852,30,49.5166,-7.3082,"2.80E+03","4",126,3.705021,20,99,4.3,0.07410041,232.5581,0.2020202,46.98144,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,52.4147033219304,1.3743881,26.9904,"Common dragonet",TRUE
"58","CSBBFraOT4/THA2/2005/117","CSBBFraOT4","THA2","OT","GOV",2005,11,25,806,30,51.5244,-8.3522,"3.20E+02","3",85,3.78898,20,80,4.1,0.0757796,243.9024,0.25,60.97561,"CSBBFraOT4","Callionymus lyra",126792,"16-34",27,696.119952306318,15.5935709,356.29644,"Common dragonet",TRUE
"59","CSBBFraOT4/THA2/2005/118","CSBBFraOT4","THA2","OT","GOV",2005,11,25,1051,30,51.6954,-8.0247,"3.20E+02","2",71,3.734809,19,78,4,0.07096137,250,0.2435897,60.89744,"CSBBFraOT4","Callionymus lyra",126792,"16-34",21,577.521047445083,13.3699625,295.93569,"Common dragonet",TRUE
"60","CSBBFraOT4/THA2/2005/119","CSBBFraOT4","THA2","OT","GOV",2005,11,25,1351,30,51.626,-7.4377,"3.20E+03","2",78,3.479312,20,77,4,0.06958624,250,0.2597403,64.93506,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,168.054039187614,4.0197482,86.22395,"Common dragonet",TRUE
"61","CSBBFraOT4/THA2/2005/120","CSBBFraOT4","THA2","OT","GOV",2005,11,25,1638,30,51.3984,-7.5045,"3.10E+03","3",84,2.682569,18,71,4.9,0.04828624,204.0816,0.2535211,51.73901,"CSBBFraOT4","Callionymus lyra",126792,"16-34",17,687.062523575467,15.897758,352.0672,"Common dragonet",TRUE
"62","CSBBFraOT4/THA2/2005/121","CSBBFraOT4","THA2","OT","GOV",2005,11,26,803,30,51.7755,-6.7166,"3.20E+04","2",70,3.34305,18,71,4.1,0.06017489,243.9024,0.2535211,61.83442,"CSBBFraOT4","Callionymus lyra",126792,"16-34",23,747.993250805043,15.981993,382.21923,"Common dragonet",TRUE
"63","CSBBFraOT4/THA2/2005/122","CSBBFraOT4","THA2","OT","GOV",2005,11,26,930,30,51.7702,-6.5408,"3.20E+04","2",68,3.569394,18,71,4,0.0642491,250,0.2535211,63.38028,"CSBBFraOT4","Callionymus lyra",126792,"16-34",12,365.018199605232,8.109588,186.77305,"Common dragonet",TRUE
"64","CSBBFraOT4/THA2/2005/123","CSBBFraOT4","THA2","OT","GOV",2005,11,26,1322,31,51.7678,-5.8526,"3.20E+05","3",119,3.603505,19,76,4.1,0.0684666,243.9024,0.25,60.97561,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,169.604391760641,4.8246146,87.63397,"Common dragonet",TRUE
"65","CSBBFraOT4/THA2/2005/125","CSBBFraOT4","THA2","OT","GOV",2005,11,27,752,30,50.8675,-8.7519,"3.00E+02","3",111,3.62315,20,79,4.2,0.072463,238.0952,0.2531646,60.27728,"CSBBFraOT4","Callionymus lyra",126792,"16-34",4,104.030064821268,4.847185,55.20059,"Common dragonet",TRUE
"66","CSBBFraOT4/THA2/2005/126","CSBBFraOT4","THA2","OT","GOV",2005,11,27,1007,30,50.7538,-8.4165,"3.00E+02","3",111,3.631252,20,80,3.9,0.07262504,256.4103,0.25,64.10256,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,25.1605011459578,1.765154,13.76936,"Common dragonet",TRUE
"67","CSBBFraOT4/THA2/2005/128","CSBBFraOT4","THA2","OT","GOV",2005,11,27,1541,30,50.7542,-9.2161,"3.00E+01","4",125,3.850304,19,92,4.2,0.07315578,238.0952,0.2065217,49.17184,"CSBBFraOT4","Callionymus lyra",126792,"16-34",8,207.464769122615,8.7201049,109.35568,"Common dragonet",TRUE
"68","CSBBFraOT4/THA2/2005/129","CSBBFraOT4","THA2","OT","GOV",2005,11,28,759,30,50.2292,-10.3676,"29D9","4",141,3.635193,19,98,3.9,0.06906866,256.4103,0.1938776,49.71219,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,55.9551577583944,1.6433297,28.9567,"Common dragonet",TRUE
"69","CSBBFraOT4/THA2/2005/130","CSBBFraOT4","THA2","OT","GOV",2005,11,28,953,30,50.3028,-10.0871,"29D9","4",130,3.655567,19,98,4.1,0.06945577,243.9024,0.1938776,47.28721,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,53.4164904994658,3.077679,28.7953,"Common dragonet",TRUE
"70","CSBBFraOT4/THA2/2005/141","CSBBFraOT4","THA2","OT","GOV",2005,12,1,758,30,50.3746,-7.7913,"2.90E+03","3",108,3.515078,19,77,4.2,0.06678648,238.0952,0.2467532,58.75077,"CSBBFraOT4","Callionymus lyra",126792,"16-34",8,228.105939730333,8.9338085,119.78472,"Common dragonet",TRUE
"71","CSBBFraOT4/THA2/2005/142","CSBBFraOT4","THA2","OT","GOV",2005,12,1,1050,29,50.4046,-7.2058,"2.90E+03","3",108,3.919808,19,78,4.2,0.07447635,238.0952,0.2435897,57.99756,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,50.1635084575051,2.6764387,26.85416,"Common dragonet",TRUE
"72","CSBBFraOT4/THA2/2005/143","CSBBFraOT4","THA2","OT","GOV",2005,12,1,1317,30,50.6653,-7.3014,"3.00E+03","3",107,3.524875,20,80,4.2,0.0704975,238.0952,0.25,59.52381,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,27.4158933908832,0.8014416,14.1849,"Common dragonet",TRUE
"73","CSBBFraOT4/THA2/2005/144","CSBBFraOT4","THA2","OT","GOV",2005,12,1,1546,30,50.7587,-7.5821,"3.00E+03","3",108,3.731717,20,81,4.1,0.07463433,243.9024,0.2469136,60.22282,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,51.7520049063376,1.5410105,26.79732,"Common dragonet",TRUE
"74","CSBBFraOT4/THA2/2005/146","CSBBFraOT4","THA2","OT","GOV",2005,12,2,1126,30,51.0594,-6.4609,"3.10E+04","3",97,3.618088,19,75,4.5,0.06874366,222.2222,0.2533333,56.2963,"CSBBFraOT4","Callionymus lyra",126792,"16-34",2,56.2306933286851,1.643777,29.09359,"Common dragonet",TRUE
"75","CSBBFraOT4/THA2/2005/147","CSBBFraOT4","THA2","OT","GOV",2005,12,2,1359,29,51.1513,-6.1455,"3.10E+04","3",103,3.672576,20,78,4.2,0.07345153,238.0952,0.2564103,61.05006,"CSBBFraOT4","Callionymus lyra",126792,"16-34",1,26.8336213246069,0.4513337,13.61442,"Common dragonet",TRUE
"76","CSBBFraOT4/THA2/2005/149","CSBBFraOT4","THA2","OT","GOV",2005,12,3,919,30,51.4317,-5.7848,"3.10E+05","3",83,3.491343,18.807,73,4.3,0.0656617,232.5581,0.2576302,59.914,"CSBBFraOT4","Callionymus lyra",126792,"16-34",11,326.862005461948,7.5967074,167.52536,"Common dragonet",TRUE
"77","CSBBFraOT4/THA2/2005/150","CSBBFraOT4","THA2","OT","GOV",2005,12,3,1204,30,51.4467,-5.2658,"3.10E+05","2",65,3.636074,18.14176,72,4.6,0.0659648,217.3913,0.2519689,54.77586,"CSBBFraOT4","Callionymus lyra",126792,"16-34",6,176.45493832187,4.7471631,90.9576,"Common dragonet",TRUE
