"","HaulID","Survey_Acronym.x","Ship","GearType","Gear","YearShot","MonthShot","DayShot","TimeShot","HaulDur_min","ShootLat_degdec","ShootLong_degdec","ICESStSq","SurvStratum","Depth_m","Distance_km","WingSpread_m","DoorSpread_m","NetOpen_m","WingSwpArea_sqkm","WingSwpVol_CorF","DoorSwptArea_CorF","DoorSwptVol_CorF","Survey_Acronym.y","SpeciesSciName","Aphia_Code","FishLength_cm","Number","DensAbund_N_Sqkm","DensBiom_kg_Sqkm","DensAbund_N_Sqkm_RAW","CommonName","WalkerCoeffApplied"
"15","CSBBFraOT4/THA2/2003/122","CSBBFraOT4","THA2","OT","GOV",2003,11,19,1006,29,50.4814,-9.355,"2.90E+01","4",127,3.548135,17,95,4.6,0.06031829,217.3913,0.1789474,38.9016,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",36,1053.30401283589,23.0122907,596.83386,"Lesser spotted dogfish",TRUE
"16","CSBBFraOT4/THA2/2003/123","CSBBFraOT4","THA2","OT","GOV",2003,11,19,1354,30,50.4093,-8.5799,"2.90E+02","4",123,3.704119,19,99,4.5,0.07037826,222.2222,0.1919192,42.64871,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",46,1139.55318602367,27.3904792,653.61091,"Lesser spotted dogfish",TRUE
"17","CSBBFraOT4/THA2/2003/124","CSBBFraOT4","THA2","OT","GOV",2003,11,19,1536,30,50.5087,-8.6346,"3.00E+02","3",116,3.611773,19.75772,77,4.6,0.0713604,217.3913,0.2565938,55.78126,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",20,459.688332290335,18.58819255,280.26745,"Lesser spotted dogfish",TRUE
"18","CSBBFraOT4/THA2/2003/125","CSBBFraOT4","THA2","OT","GOV",2003,11,20,753,30,51.2519,-9.4691,"3.10E+01","3",95,3.767898727,20,78,4.2,0.075357975,238.0952381,0.256410256,61.05006105,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",81,1212.94833540468,303.031003925,1074.8696537,"Lesser spotted dogfish",TRUE
"19","CSBBFraOT4/THA2/2003/126","CSBBFraOT4","THA2","OT","GOV",2003,11,20,1022,30,51.1407,-8.9444,"3.10E+02","3",109,3.65656909,20,81,4.2,0.073131382,238.0952381,0.24691358,58.78894768,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",13,313.513925887883,6.34497841,177.76226403,"Lesser spotted dogfish",TRUE
"20","CSBBFraOT4/THA2/2003/127","CSBBFraOT4","THA2","OT","GOV",2003,11,20,1411,30,51.5232,-8.3608,"3.20E+02","3",86,3.818503702,19,75,4.2,0.07255157,238.0952381,0.253333333,60.31746032,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",19,285.452692153031,80.202288268,261.88268442,"Lesser spotted dogfish",TRUE
"21","CSBBFraOT4/THA2/2003/128","CSBBFraOT4","THA2","OT","GOV",2003,11,20,1620,29,51.689,-8.0297,"3.20E+02","2",70,3.559649508,18,72,4.9,0.064073691,204.0816327,0.25,51.02040816,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",2,37.9742233924107,5.888964643,31.21405938,"Lesser spotted dogfish",TRUE
"22","CSBBFraOT4/THA2/2003/130","CSBBFraOT4","THA2","OT","GOV",2003,11,21,953,31,51.6227,-7.4424,"3.20E+03","2",74,3.563116454,19,73,4.2,0.067699213,238.0952381,0.260273973,61.96999348,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",40,754.324386861275,120.158936753,590.8488215,"Lesser spotted dogfish",TRUE
"23","CSBBFraOT4/THA2/2003/131","CSBBFraOT4","THA2","OT","GOV",2003,11,21,1307,30,51.7836,-6.703,"3.20E+04","2",70,3.427161247,18,69,4.5,0.061688902,222.2222222,0.260869565,57.97101449,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",20,419.722959428601,55.522926909,324.20742159,"Lesser spotted dogfish",TRUE
"24","CSBBFraOT4/THA2/2003/132","CSBBFraOT4","THA2","OT","GOV",2003,11,21,1439,29,51.7788,-6.5384,"3.20E+04","2",70,3.680844073,18,69,4.5,0.066255193,222.2222222,0.260869565,57.97101449,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,17.1106382893974,3.427859253,15.09315647,"Lesser spotted dogfish",TRUE
"25","CSBBFraOT4/THA2/2003/133","CSBBFraOT4","THA2","OT","GOV",2003,11,22,741,29,51.4717,-6.1251,"3.10E+04","3",108,3.771269933,20,78,4,0.075425399,250,0.256410256,64.1025641,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,19.252695445941,1.370486758,13.25813344,"Lesser spotted dogfish",TRUE
"26","CSBBFraOT4/THA2/2003/134","CSBBFraOT4","THA2","OT","GOV",2003,11,22,1033,31,51.26,-6.5531,"3.10E+04","3",110,3.517766573,20,77,4.2,0.070355331,238.0952381,0.25974026,61.84291899,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,16.1134717811113,3.228091927,14.21356391,"Lesser spotted dogfish",TRUE
"27","CSBBFraOT4/THA2/2003/135","CSBBFraOT4","THA2","OT","GOV",2003,11,22,1158,30,51.156,-6.5503,"3.10E+04","3",97,3.601736735,19.24386056,75,4.2,0.069311319,238.0952381,0.256584807,61.09162082,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",16,250.11557852149,74.805231705,230.84252496,"Lesser spotted dogfish",TRUE
"28","CSBBFraOT4/THA2/2003/137","CSBBFraOT4","THA2","OT","GOV",2003,11,22,1633,29,51.1824,-6.133,"3.10E+04","3",104,3.4948077,19.44241988,77,4.6,0.067947519,217.3913043,0.25249896,54.89107815,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",25,626.753016795676,19.600846728,367.931022,"Lesser spotted dogfish",TRUE
"29","CSBBFraOT4/THA2/2003/138","CSBBFraOT4","THA2","OT","GOV",2003,11,23,747,30,51.0967,-5.1415,"3.10E+05","2",70,3.434918,18,70,4.4,0.06182852,227.2727,0.2571429,58.44156,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",10,175.543665898865,58.0609466,161.73768,"Lesser spotted dogfish",TRUE
"30","CSBBFraOT4/THA2/2003/140","CSBBFraOT4","THA2","OT","GOV",2003,11,23,1323,30,51.4171,-5.2658,"3.10E+05","2",65,3.436622488,18,70,3.8,0.061859205,263.1578947,0.257142857,67.66917293,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",3,53.8126259681251,15.193720469,48.49722867,"Lesser spotted dogfish",TRUE
"31","CSBBFraOT4/THA2/2003/141","CSBBFraOT4","THA2","OT","GOV",2003,11,23,1628,31,51.4322,-5.7852,"3.10E+05","3",84,3.620296889,18.84021529,76,3.6,0.068207173,277.7777778,0.24789757,68.860436,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",665,16250.8677558165,571.150842683,9749.70773166,"Lesser spotted dogfish",TRUE
"32","CSBBFraOT4/THA2/2003/142","CSBBFraOT4","THA2","OT","GOV",2003,11,24,744,29,50.6657,-7.3472,"3.00E+03","3",104,3.638879,20,81,3.4,0.07277758,294.1176,0.2469136,72.62164,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",11,222.628391007517,22.6489544,151.14541,"Lesser spotted dogfish",TRUE
"33","CSBBFraOT4/THA2/2003/145","CSBBFraOT4","THA2","OT","GOV",2003,11,24,1537,31,49.905,-7.2117,"2.80E+03","3",114,3.707085,21,86,4.2,0.07784879,238.0952,0.244186,58.13953,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,12.6550245174481,6.609602,12.84541,"Lesser spotted dogfish",TRUE
"34","CSBBFraOT4/THA2/2003/146","CSBBFraOT4","THA2","OT","GOV",2003,11,25,751,30,50.5532,-7.9095,"3.00E+03","3",117,3.651718,21,86,4.3,0.07668608,232.5581,0.244186,56.78745,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",6,135.706538990794,4.33729634,78.24108,"Lesser spotted dogfish",TRUE
"35","CSBBFraOT4/THA2/2003/148","CSBBFraOT4","THA2","OT","GOV",2003,11,25,1133,30,50.4162,-8.25,"2.90E+02","3",114,3.651876,20,78,4.6,0.07303751,217.3913,0.2564103,55.74136,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",30,664.457164957789,30.4715487,410.74781,"Lesser spotted dogfish",TRUE
"36","CSBBFraOT4/THA2/2003/149","CSBBFraOT4","THA2","OT","GOV",2003,11,25,1439,30,50.7545,-8.4119,"3.00E+02","3",111,3.542432,20,81,4.6,0.07084865,217.3913,0.2469136,53.67687,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",15,343.144756749042,14.83778171,211.71897,"Lesser spotted dogfish",TRUE
"37","CSBBFraOT4/THA2/2003/150","CSBBFraOT4","THA2","OT","GOV",2003,11,26,759,31,50.1368,-9.7088,"2.90E+01","4",132,3.529676,19,98,4.3,0.06706384,232.5581,0.1938776,45.0878,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",35,895.951711973139,26.4950021,521.89074,"Lesser spotted dogfish",TRUE
"38","CSBBFraOT4/THA2/2003/151","CSBBFraOT4","THA2","OT","GOV",2003,11,26,1009,30,49.9368,-9.4582,"2.80E+01","4",127,3.660023,20,96,4.7,0.07320045,212.766,0.2083333,44.32624,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",51,1002.86987671454,82.0603201,696.71704,"Lesser spotted dogfish",TRUE
"39","CSBBFraOT4/THA2/2003/152","CSBBFraOT4","THA2","OT","GOV",2003,11,26,1214,30,49.7687,-9.5503,"2.80E+01","4",145,3.633991,19,96,4.5,0.06904583,222.2222,0.1979167,43.98148,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,18.2892968246963,2.373402,14.48313,"Lesser spotted dogfish",TRUE
"40","CSBBFraOT4/THA2/2003/153","CSBBFraOT4","THA2","OT","GOV",2003,11,26,1513,29,49.966,-9.1666,"2.80E+01","4",136,3.644511,21,91,4.2,0.07653473,238.0952,0.2307692,54.94505,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",49,946.586127676998,70.7329593,640.23222,"Lesser spotted dogfish",TRUE
"41","CSBBFraOT4/THA2/2003/154","CSBBFraOT4","THA2","OT","GOV",2003,11,27,752,30,49.9597,-8.135,"2.80E+02","4",129,3.423367,21,96,4.5,0.07189071,222.2222,0.21875,48.61111,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",3,67.46712123203,2.6700317,41.73,"Lesser spotted dogfish",TRUE
"42","CSBBFraOT4/THA2/2003/155","CSBBFraOT4","THA2","OT","GOV",2003,11,27,1232,30,49.714,-8.9936,"2.80E+02","4",141,3.56727,20,97,4.1,0.0713454,243.9024,0.2061856,50.28916,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",5,122.498109556673,2.6929528,70.0816,"Lesser spotted dogfish",TRUE
"43","CSBBFraOT4/THA2/2003/156","CSBBFraOT4","THA2","OT","GOV",2003,11,27,1612,30,49.5636,-8.3082,"2.80E+02","4",132,3.572369,19,98,4.1,0.06787502,243.9024,0.1938776,47.28721,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,18.6047821531933,2.414342,14.73296,"Lesser spotted dogfish",TRUE
"44","CSBBFraOT4/THA2/2003/158","CSBBFraOT4","THA2","OT","GOV",2003,11,28,1155,31,49.6239,-7.3,"2.80E+03","4",120,3.615691,20,98,3.9,0.07231382,256.4103,0.2040816,52.32862,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",10,262.278090703147,2.01276726,138.28612,"Lesser spotted dogfish",TRUE
"45","CSBBFraOT4/THA2/2003/159","CSBBFraOT4","THA2","OT","GOV",2003,11,28,1420,30,49.4012,-7.1858,"2.70E+03","4",119,3.461215,19,96,4.1,0.06576309,243.9024,0.1979167,48.27236,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",3,72.4645476731085,6.5624772,45.6183,"Lesser spotted dogfish",TRUE
"46","CSBBFraOT4/THA2/2003/160","CSBBFraOT4","THA2","OT","GOV",2003,11,29,749,30,49.1546,-8.709,"2.70E+02","4",145,3.503228455,20,94,4.4,0.070064569,227.2727273,0.212765957,48.35589942,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",5,135.206006496129,1.009729319,71.36274531,"Lesser spotted dogfish",TRUE
"47","CSBBFraOT4/THA2/2003/161","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1047,30,48.7841,-8.5523,"2.60E+02","4",149,3.661333568,20,94,4.3,0.073226671,232.5581395,0.212765957,49.48045522,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",42,709.884897820703,135.006479557,573.56150727,"Lesser spotted dogfish",TRUE
"48","CSBBFraOT4/THA2/2003/162","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1317,29,48.7627,-8.2388,"2.60E+02","4",158,3.47995786,19,97,3.9,0.066119199,256.4102564,0.195876289,50.2246894,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,19.0988401332596,2.478455535,15.12420008,"Lesser spotted dogfish",TRUE
"49","CSBBFraOT4/THA2/2003/163","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1607,29,48.9672,-7.8781,"2.60E+03","4",143,3.493922236,20,99,4.1,0.069878445,243.902439,0.202020202,49.27322,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",2,39.4961932446784,3.973760128,28.62112928,"Lesser spotted dogfish",TRUE
"50","CSBBFraOT4/THA2/2003/72","CSBBFraOT4","THA2","OT","GOV",2003,11,4,711,30,48.3039,-6.0073,"2.50E+04","4",127,3.588646545,19.30753728,96,4.3,0.069287927,232.5581395,0.20112018,46.77213489,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",13,290.382853765345,18.033026825,187.62287414,"Lesser spotted dogfish",TRUE
"51","CSBBFraOT4/THA2/2003/90","CSBBFraOT4","THA2","OT","GOV",2003,11,10,1545,31,48.214,-7.0966,"2.50E+03","5",161,3.775642183,19.71126921,96,3,0.0744227,333.3333333,0.205325721,68.44190698,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",9,203.84385894588,7.77804793,120.93084584,"Lesser spotted dogfish",TRUE
"52","CSBBFraOT4/THA2/2003/91","CSBBFraOT4","THA2","OT","GOV",2003,11,11,732,30,48.4638,-7.4252,"2.50E+03","4",136,3.57998817,19.42320955,96,3.2,0.06953486,312.5,0.202325099,63.22659358,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",5,118.277627639726,4.666535315,71.90637861,"Lesser spotted dogfish",TRUE
"53","CSBBFraOT4/THA2/2003/92","CSBBFraOT4","THA2","OT","GOV",2003,11,11,1058,29,48.1414,-7.9248,"2.50E+03","5",183,3.693177328,19.93275655,95,3,0.073615205,333.3333333,0.20981849,69.93949666,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",41,873.986799307782,44.650491671,556.95016054,"Lesser spotted dogfish",TRUE
"54","CSBBFraOT4/THA2/2003/95","CSBBFraOT4","THA2","OT","GOV",2003,11,12,735,30,48.3897,-9.3869,"2.50E+01","4",138,3.712521152,18,100,3.8,0.066825381,263.1578947,0.18,47.36842105,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,22.2931679799842,1.398770862,14.96437415,"Lesser spotted dogfish",TRUE
"55","CSBBFraOT4/THA2/2003/96","CSBBFraOT4","THA2","OT","GOV",2003,11,12,938,29,48.3181,-9.1613,"2.50E+01","5",174,3.418245531,19,97,3.2,0.064946665,312.5,0.195876289,61.21134021,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",10,219.671769589699,17.943288476,153.972494,"Lesser spotted dogfish",TRUE
"56","CSBBFraOT4/THA2/2003/97","CSBBFraOT4","THA2","OT","GOV",2003,11,12,1210,30,48.3239,-8.8364,"2.50E+02","5",176,3.663105168,19,91,3.6,0.069598998,277.7777778,0.208791209,57.997558,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",3,55.1112510959401,6.983567904,43.1040687,"Lesser spotted dogfish",TRUE
"57","CSBBFraOT4/THA2/2004/105","CSBBFraOT4","THA2","OT","GOV",2004,11,30,806,30,48.0371,-7.4602,"2.50E+03","5",175,3.601986,19.85518,94,3.3,0.07151807,303.0303,0.2112253,64.00766,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",13,319.404678986911,9.2461718,181.77224,"Lesser spotted dogfish",TRUE
"58","CSBBFraOT4/THA2/2004/108","CSBBFraOT4","THA2","OT","GOV",2004,11,30,1458,30,48.0021,-6.9014,"2.50E+04","4",164,3.465305,19.74304,94,3.6,0.06841566,277.7778,0.2100324,58.34232,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",23,521.730784651368,37.0691607,336.18043,"Lesser spotted dogfish",TRUE
"59","CSBBFraOT4/THA2/2004/110","CSBBFraOT4","THA2","OT","GOV",2004,12,1,1121,30,49.9001,-7.2358,"2.80E+03","3",113,3.525796,19.6816,81,3.3,0.06939332,303.0303,0.2429827,73.63114,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",3,64.8252991491489,5.4308488,43.23183,"Lesser spotted dogfish",TRUE
"60","CSBBFraOT4/THA2/2004/111","CSBBFraOT4","THA2","OT","GOV",2004,12,1,1547,30,50.4248,-7.1947,"2.90E+03","3",109,2.830196,19.57738,81,3.5,0.05540784,285.7143,0.2416961,69.05602,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,18.8420764011019,5.512562,18.04799,"Lesser spotted dogfish",TRUE
"61","CSBBFraOT4/THA2/2004/112","CSBBFraOT4","THA2","OT","GOV",2004,12,2,815,30,50.3765,-7.7469,"2.90E+03","3",110,3.632009,19,78,3.5,0.06900817,285.7143,0.2435897,69.59707,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,14.3608405125499,6.191926,14.49104,"Lesser spotted dogfish",TRUE
"62","CSBBFraOT4/THA2/2004/113","CSBBFraOT4","THA2","OT","GOV",2004,12,2,1051,30,50.4414,-8.2189,"2.90E+02","3",105,3.739451,21,86,3.3,0.07852846,303.0303,0.244186,73.99577,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",43,949.837490826667,22.6441367,547.57219,"Lesser spotted dogfish",TRUE
"63","CSBBFraOT4/THA2/2004/114","CSBBFraOT4","THA2","OT","GOV",2004,12,2,1413,30,50.0825,-8.0569,"2.90E+02","3",112,3.557186,21,85,4.4,0.07470091,227.2727,0.2470588,56.14973,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",2,34.3338355387378,4.226545,26.77344,"Lesser spotted dogfish",TRUE
"64","CSBBFraOT4/THA2/2004/116","CSBBFraOT4","THA2","OT","GOV",2004,12,3,820,30,50.2156,-9.1271,"2.90E+01","4",136,3.625982,22,94,4.2,0.0797716,238.0952,0.2340426,55.72442,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,20.4400710990259,0.7567126,12.53579,"Lesser spotted dogfish",TRUE
"65","CSBBFraOT4/THA2/2004/117","CSBBFraOT4","THA2","OT","GOV",2004,12,3,1059,30,50.1315,-9.661,"2.90E+01","4",133,3.657881,19,99,4.5,0.06949974,222.2222,0.1919192,42.64871,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",111,2498.08211147429,136.2298704,1597.12827,"Lesser spotted dogfish",TRUE
"66","CSBBFraOT4/THA2/2004/118","CSBBFraOT4","THA2","OT","GOV",2004,12,3,1336,30,50.3011,-10.0356,"29D9","4",128,3.684523,19,99,4.4,0.07000593,227.2727,0.1919192,43.618,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",42,923.0479449291,54.1546161,599.94915,"Lesser spotted dogfish",TRUE
"67","CSBBFraOT4/THA2/2004/119","CSBBFraOT4","THA2","OT","GOV",2004,12,3,1606,30,50.233,-10.405,"29D9","4",143,3.689317,19.50844,100,4.4,0.07197282,227.2727,0.1950844,44.33737,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,26.3275166206995,0.195678,13.89413,"Lesser spotted dogfish",TRUE
"68","CSBBFraOT4/THA2/2004/122","CSBBFraOT4","THA2","OT","GOV",2004,12,4,1301,30,50.877,-10.8323,"30D9","5",171,3.690502,20,96,4.2,0.07381005,238.0952,0.2083333,49.60317,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",59,950.117184613528,183.6657165,799.34911,"Lesser spotted dogfish",TRUE
"69","CSBBFraOT4/THA2/2004/123","CSBBFraOT4","THA2","OT","GOV",2004,12,4,1541,30,50.9932,-10.45,"30D9","4",149,3.615853,19,95,4.2,0.06870121,238.0952,0.2,47.61905,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",18,372.568258414865,34.5844899,262.00407,"Lesser spotted dogfish",TRUE
"70","CSBBFraOT4/THA2/2004/124","CSBBFraOT4","THA2","OT","GOV",2004,12,5,828,30,50.7469,-9.9521,"3.00E+01","4",121,3.699486,18,92,4.5,0.06659075,222.2222,0.1956522,43.47826,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,29.7801388701138,0.0715755,15.0171,"Lesser spotted dogfish",TRUE
"71","CSBBFraOT4/THA2/2004/125","CSBBFraOT4","THA2","OT","GOV",2004,12,5,1021,30,50.728,-9.5853,"3.00E+01","4",126,3.680125,18,93,4.3,0.06624224,232.5581,0.1935484,45.01125,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",73,1674.90049118151,120.764273,1102.016,"Lesser spotted dogfish",TRUE
"72","CSBBFraOT4/THA2/2004/126","CSBBFraOT4","THA2","OT","GOV",2004,12,5,1223,30,50.7491,-9.2861,"3.00E+01","4",124,3.665654,18,97,3.9,0.06598176,256.4103,0.185567,47.58128,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",1,28.718022909555,0.2134453,15.1557,"Lesser spotted dogfish",TRUE
"73","CSBBFraOT4/THA2/2004/127","CSBBFraOT4","THA2","OT","GOV",2004,12,5,1551,30,50.8688,-8.6897,"3.00E+02","3",111,3.706081,23,82,4.2,0.08523987,238.0952,0.2804878,66.78281,"CSBBFraOT4","Scyliorhinus canicula",105814,"1-55",30,400.157974408396,106.8262315,351.94799,"Lesser spotted dogfish",TRUE
